schooldbn,address,borough,zip,house_number,street_name,latitude,longitude,xCoordinate,yCoordinate,communityDistrict
01M110,"285 DELANCY STREET, MANHATTAN, NY 10002",manhattan,10002,285,DELANCY STREET,40.715915,-73.979893,0989824,0200104,103
01M134,"293 EAST BROADWAY, MANHATTAN, NY 10002",manhattan,10002,293,EAST BROADWAY,40.71457,-73.983724,0988762,0199614,103
01M140,"123 RIDGE STREET, MANHATTAN, NY 10002",manhattan,10002,123,RIDGE STREET,40.71925,-73.983056,0988947,0201319,103
01M142,"100 ATTORNEY STREET, MANHATTAN, NY 10002",manhattan,10002,100,ATTORNEY STREET,40.718383,-73.984452,0988560,0201003,103
01M184,"327 CHERRY STREET, MANHATTAN, NY 10002",manhattan,10002,327,CHERRY STREET,40.711549,-73.986542,0987981,0198513,103
01M188,"442 EAST HOUSTON STREET, NEW YORK, NY 10002",manhattan,10002,442,EAST HOUSTON STREET,40.719598,-73.977904,0990375,0201446,103
01M315,"610 EAST 12 STREET, MANHATTAN, NY 10009",manhattan,10009,610,EAST 12 STREET,40.727892,-73.978525,0990202,0204468,103
01M361,"610 EAST 12 STREET, MANHATTAN, NY 10009",manhattan,10009,610,EAST 12 STREET,40.727892,-73.978525,0990202,0204468,103
01M363,"121 EAST 3 STREET, MANHATTAN, NY 10009",manhattan,10009,121,EAST 3 STREET,40.724117,-73.986381,0988025,0203092,103
01M364,"600 EAST 6 STREET, MANHATTAN, NY 10009",manhattan,10009,600,EAST 6 STREET,40.724435,-73.981521,0989372,0203208,103
01M539,"111 Columbia Street, Manhattan, NY 10002",manhattan,10002,111,Columbia Street,40.718895,-73.979308,0989986,0201190,103
01MASU,"253 SOUTH STREET, NEW YORK, NY 10002",manhattan,10002,253,SOUTH STREET,40.710001,-73.990553,0986869,0197949,103
01MATK,"535 EAST 5TH STREET, NEW YORK, NY 10009",manhattan,10009,535,EAST 5TH STREET,40.724484,-73.983487,0988827,0203226,103
01MATO,"280 RIVINGTON STREET, NEW YORK, NY 10002",manhattan,10002,280,RIVINGTON STREET,40.717468,-73.979726,0989870,0200670,103
01MATQ,"180 SUFFOLK STREET, MANHATTAN, NY 10002",manhattan,10002,180,SUFFOLK STREET,40.721067,-73.98501,0988405,0201981,103
01MATU,"294 DELANCEY STREET, MANHATTAN, NY 10002",manhattan,10002,294,DELANCEY STREET,40.715758,-73.979334,0989979,0200047,103
01MAUB,"184 ELDRIDGE STREET, MANHATTAN, NY 10002",manhattan,10002,184,ELDRIDGE STREET,40.720653,-73.990674,0986835,0201830,103
01MAUC,"300 DELANCEY STREET, MANHATTAN, NY 10002",manhattan,10002,300,DELANCEY STREET,40.715709,-73.979168,0990025,0200029,103
01MAUE,"108 AVENUE D, MANHATTAN, NY 10009",manhattan,10009,108,AVENUE D,40.723492,-73.976164,0990857,0202865,103
01MAXZ,"301 HENRY STREET, MANHATTAN, NY 10002",manhattan,10002,301,HENRY STREET,40.714065,-73.9827,0989046,0199430,103
01MBKU,"175 Delancey Street, New York, NY 10002",manhattan,10002,175,Delancey Street,40.717466,-73.985004,0988407,0200669,103
01MBXN,"110 RIDGE STREET, MANHATTAN, NY 10002",manhattan,10002,110,RIDGE STREET,40.718918,-73.983204,0988906,0201198,103
01MCBO,"526 EAST 14 STREET, MANHATTAN, NY 10009",manhattan,10009,526,EAST 14 STREET,40.729822,-73.978933,0990089,0205171,103
01MCDD,"99 SUFFOLK STREET, MANHATTAN, NY 10002",manhattan,10002,99,SUFFOLK STREET,40.718729,-73.986227,0988068,0201129,103
02F169,"358 BROOME ST, MANHATTAN, NY 10013",manhattan,10013,358,BROOME ST,40.719978,-73.995512,0985494,0201584,102
02F216,"344 E 28TH ST, MANHATTAN, NY 10016",manhattan,10016,344,E 28TH ST,40.740296,-73.976952,0990637,0208987,106
02F508,"110 FORSYTH ST, MANHATTAN, NY 10002",manhattan,10002,110,FORSYTH ST,40.718971,-73.992547,0986316,0201217,103
02G140,"45 RUTGERS ST, MANHATTAN, NY 10002",manhattan,10002,45,RUTGERS ST,40.712076,-73.989864,0987060,0198705,103
02G209,"12 MONROE ST, MANHATTAN, NY 10002",manhattan,10002,12,MONROE ST,40.711461,-73.995581,0985475,0198481,103
02G306,"10 MONROE ST, MANHATTAN, NY 10002",manhattan,10002,10,MONROE ST,40.711453,-73.995661,0985453,0198478,103
02G383,"45 RUTGERS ST, MANHATTAN, NY 10002",manhattan,10002,45,RUTGERS ST,40.712076,-73.989864,0987060,0198705,103
02G521,"40 MADISON ST, MANHATTAN, NY 10038",manhattan,10038,40,MADISON ST,40.711865,-73.998756,0984595,0198628,103
02G575,"358 BROOME ST, MANHATTAN, NY 10013",manhattan,10013,358,BROOME ST,40.719978,-73.995512,0985494,0201584,102
02M001,"8 HENRY STREET, MANHATTAN, NY 10038",manhattan,10038,8,HENRY STREET,40.71276,-73.997489,0984946,0198954,103
02M002,"122 HENRY STREET, MANHATTAN, NY 10002",manhattan,10002,122,HENRY STREET,40.713273,-73.991339,0986651,0199141,103
02M003,"490 HUDSON STREET, MANHATTAN, NY 10014",manhattan,10014,490,HUDSON STREET,40.732593,-74.006466,0982458,0206180,102
02M006,"45 EAST 81 STREET, MANHATTAN, NY 10028",manhattan,10028,45,EAST 81 STREET,40.777455,-73.960713,0995131,0222527,108
02M011,"320 WEST 21 STREET, MANHATTAN, NY 10011",manhattan,10011,320,WEST 21 STREET,40.744349,-74.000253,0984180,0210463,104
02M033,"281 9 AVENUE, MANHATTAN, NY 10001",manhattan,10001,281,9 AVENUE,40.748977,-73.999531,0984380,0212149,104
02M040,"320 EAST 20TH STREET, MANHATTAN, NY 10003",manhattan,10003,320,EAST 20TH STREET,40.735751,-73.981655,0989334,0207331,106
02M041,"116 WEST 11 STREET, MANHATTAN, NY 10011",manhattan,10011,116,WEST 11 STREET,40.735687,-73.999,0984527,0207307,102
02M042,"71 HESTER STREET, MANHATTAN, NY 10002",manhattan,10002,71,HESTER STREET,40.715905,-73.990895,0986774,0200100,103
02M051,"525 WEST 44TH STREET, MANHATTAN, NY 10036",manhattan,10036,525,WEST 44TH STREET,40.761518,-73.99591,0985383,0216718,104
02M059,"231-249 EAST 56 STREET, MANHATTAN, NY 10019",manhattan,10019,231-249,EAST 56 STREET,40.759249,-73.967221,0993331,0215893,106
02M077,"1700 3 AVENUE, MANHATTAN, NY 10128",manhattan,10128,1700,3 AVENUE,40.784826,-73.949611,0998204,0225214,108
02M089,"201 WARREN STREET, MANHATTAN, NY 10282",manhattan,10282,201,WARREN STREET,40.716668,-74.013542,0980496,0200378,101
02M111,"440 WEST 53 STREET, MANHATTAN, NY 10019",manhattan,10019,440,WEST 53 STREET,40.765878,-73.988823,0987346,0218307,104
02M116,"210 EAST 33 STREET, MANHATTAN, NY 10016",manhattan,10016,210,EAST 33 STREET,40.744838,-73.978116,0990314,0210642,106
02M124,"40 DIVISION STREET, MANHATTAN, NY 10002",manhattan,10002,40,DIVISION STREET,40.714182,-73.995451,0985511,0199472,103
02M126,"80 CATHERINE STREET, MANHATTAN, NY 10038",manhattan,10038,80,CATHERINE STREET,40.710729,-73.996631,0985184,0198214,103
02M130,"143 BAXTER STREET, MANHATTAN, NY 10013",manhattan,10013,143,BAXTER STREET,40.718903,-73.998438,0984683,0201192,102
02M150,"28-42 TRINITY PLACE, MANHATTAN, NY 10006",manhattan,10006,28-42,TRINITY PLACE,40.706979,-74.013508,0980505,0196848,101
02M151,"421 EAST 88 STREET, MANHATTAN, NY 10128",manhattan,10128,421,EAST 88 STREET,40.777856,-73.947627,0998755,0222675,108
02M158,"1458 YORK AVENUE, MANHATTAN, NY 10075",manhattan,10075,1458,YORK AVENUE,40.770419,-73.951135,0997785,0219965,108
02M183,"419 EAST 66 STREET, MANHATTAN, NY 10065",manhattan,10065,419,EAST 66 STREET,40.763736,-73.95815,0995843,0217529,108
02M198,"1700 3 AVENUE, MANHATTAN, NY 10128",manhattan,10128,1700,3 AVENUE,40.784826,-73.949611,0998204,0225214,108
02M212,"328 WEST 48 STREET, MANHATTAN, NY 10036",manhattan,10036,328,WEST 48 STREET,40.761558,-73.988275,0987498,0216733,104
02M217,"645 MAIN STREET, MANHATTAN, NY 10044",manhattan,10044,645,MAIN STREET,40.763894,-73.947916,0998678,0217588,108
02M225,"317 EAST 67 STREET, MANHATTAN, NY 10065",manhattan,10065,317,EAST 67 STREET,40.765359,-73.960059,0995314,0218120,108
02M234,"292 GREENWICH STREET, MANHATTAN, NY 10007",manhattan,10007,292,GREENWICH STREET,40.716017,-74.011038,0981190,0200141,101
02M267,"213 EAST 63RD STREET, MANHATTAN, NY 10065",manhattan,10065,213,EAST 63RD STREET,40.763842,-73.964222,0994161,0217567,108
02M276,"55 BATTERY PLACE, MANHATTAN, NY 10280",manhattan,10280,55,BATTERY PLACE,40.70644,-74.017818,0979310,0196652,101
02M281,"425 EAST 35TH STREET, MANHATTAN, NY 10016",manhattan,10016,425,EAST 35TH STREET,40.74428,-73.972591,0991845,0210439,106
02M290,"311 EAST 82 STREET, MANHATTAN, NY 10028",manhattan,10028,311,EAST 82 STREET,40.775078,-73.953096,0997241,0221662,108
02M340,"64 WEST 17 STREET, MANHATTAN, NY 10011",manhattan,10011,64,WEST 17 STREET,40.738725,-73.994169,0985866,0208414,105
02M343,"1 PECK SLIP, MANHATTAN, NY 10038",manhattan,10038,1,PECK SLIP,40.708766,-74.002406,0983583,0197499,101
02M347,"223 EAST 23 STREET, MANHATTAN, NY 10010",manhattan,10010,223,EAST 23 STREET,40.738548,-73.982455,0989112,0208350,106
02M397,"12 SPRUCE STREET, MANHATTAN, NY 10038",manhattan,10038,12,SPRUCE STREET,40.711132,-74.005277,0982787,0198361,101
02M527,"323 EAST 91 STREET, MANHATTAN, NY 10128",manhattan,10128,323,EAST 91 STREET,40.780763,-73.94869,0998460,0223734,108
02MAJI,"10 CONFUCIUS PLAZA, MANHATTAN, NY 10002",manhattan,10002,10,CONFUCIUS PLAZA,40.714107,-73.996772,0985145,0199445,103
02MAMQ,"331 EAST 70TH STREET, NEW YORK, NY 10021",manhattan,10021,331,EAST 70TH STREET,40.766925,-73.95795,0995898,0218691,108
02MAND,"110 BLEECKER STREET, MANHATTAN, NY 10012",manhattan,10012,110,BLEECKER STREET,40.72742,-73.997658,0984899,0204295,102
02MANG,"423 EAST 23 STREET, MANHATTAN, NY 10010",manhattan,10010,423,EAST 23 STREET,40.736492,-73.977787,0990406,0207601,106
02MANH,"60-62 EAST 97TH STREET, MANHATTAN, NY 10029",manhattan,10029,60-62,EAST 97TH STREET,40.787567,-73.952888,0997296,0226212,111
02MAPL,"215 SOUTH END AVENUE, MANHATTAN, NY 10280",manhattan,10280,215,SOUTH END AVENUE,40.709523,-74.016679,0979626,0197775,101
02MAPM,"60 CATHERINE STREET, MANHATTAN, NY 10038",manhattan,10038,60,CATHERINE STREET,40.711566,-73.99684,0985126,0198519,103
02MAPY,"60 ESSEX STREET, MANHATTAN, NY 10002",manhattan,10002,60,ESSEX STREET,40.717011,-73.988987,0987303,0200503,103
02MASL,"441 WEST 26 STREET, MANHATTAN, NY 10001",manhattan,10001,441,WEST 26 STREET,40.749196,-74.001815,0983747,0212229,104
02MATL,"35 DIVISION STREET, MANHATTAN, NY 10002",manhattan,10002,35,DIVISION STREET,40.714143,-73.995787,0985418,0199458,103
02MAUA,"197 EAST BROADWAY, MANHATTAN, NY 10002",manhattan,10002,197,EAST BROADWAY,40.714211,-73.988302,0987493,0199483,103
02MAUH,"462 FIRST AVENUE, NEW YORK, NY 10016",manhattan,10016,462,FIRST AVENUE,40.739497,-73.976624,0990728,0208696,106
02MAUL,"199 CHAMBERS STREET, MANHATTAN, NY 10007",manhattan,10007,199,CHAMBERS STREET,40.716838,-74.012117,0980891,0200440,101
02MAUM,"125 WALKER STREET, MANHATTAN, NY 10013",manhattan,10013,125,WALKER STREET,40.717451,-73.99982,0984300,0200663,101
02MAUN,"1794 FIRST AVENUE, MANHATTAN, NY 10128",manhattan,10128,1794,FIRST AVENUE,40.781201,-73.946206,0999148,0223894,108
02MAUP,"459 WEST 26 STREET, MANHATTAN, NY 10001",manhattan,10001,459,WEST 26 STREET,40.74938,-74.002252,0983626,0212296,104
02MAUS,"780 8 AVENUE, MANHATTAN, NY 10036",manhattan,10036,780,8 AVENUE,40.760743,-73.987218,0987791,0216436,105
02MAUT,"538 WEST 55TH STREET, NEW YORK, NY 10019",manhattan,10019,538,WEST 55TH STREET,40.768604,-73.991415,0986628,0219300,104
02MAUU,"115 CHRYSTIE STREET, MANHATTAN, NY 10002",manhattan,10002,115,CHRYSTIE STREET,40.718647,-73.993586,0986028,0201099,103
02MAUW,"77 MARKET STREET, MANHATTAN, NY 10002",manhattan,10002,77,MARKET STREET,40.710781,-73.994178,0985864,0198233,103
02MAXX,"230 GRAND STREET, MANHATTAN, NY 10013",manhattan,10013,230,GRAND STREET,40.718625,-73.995249,0985567,0201091,102
02MAXY,"4 RIVER ROAD, MANHATTAN, NY 10044",manhattan,10044,4,RIVER ROAD,40.764481,-73.9474,0998821,0217802,108
02MAYH,"410 WEST 40 STREET, MANHATTAN, NY 10018",manhattan,10018,410,WEST 40 STREET,40.7574,-73.994192,0985859,0215218,104
02MBBE,"115 EAST 98 STREET, MANHATTAN, NY 10029",manhattan,10029,115,EAST 98 STREET,40.787637,-73.951057,0997803,0226238,111
02MBHH,"21 ST. JOHNS LANE, MANHATTAN, NY 10013",manhattan,10013,21,ST. JOHNS LANE,40.721493,-74.005758,0982654,0202136,101
02MBHM,"28 WASHINGTON STREET, MANHATTAN, NY 10004",manhattan,10004,28,WASHINGTON STREET,40.705886,-74.015293,0980010,0196450,101
02MBIW,"4 WASHINGTON SQUARE VILLAGE, MANHATTAN, NY 10012",manhattan,10012,4,WASHINGTON SQUARE VILLAGE,40.727126,-73.997023,0985075,0204188,102
02MBJS,"88 LEONARD STREET, MANHATTAN, NY 10013",manhattan,10013,88,LEONARD STREET,40.717162,-74.004679,0982953,0200558,101
02MBJV,"323 GRAND STREET, MANHATTAN, NY 10002",manhattan,10002,323,GRAND STREET,40.717159,-73.990596,0986857,0200557,103
02MBLL,"1616 FIRST AVENUE, MANHATTAN, NY 10028",manhattan,10028,1616,FIRST AVENUE,40.775464,-73.950398,0997988,0221803,108
02MBMK,"224 EAST 47 STREET, MANHATTAN, NY 10017",manhattan,10017,224,EAST 47 STREET,40.753634,-73.971418,0992169,0213847,106
02MBMN,"345 EAST 94 STREET, NEW YORK, NY 10128",manhattan,10128,345,EAST 94 STREET,40.782486,-73.946934,0998946,0224362,108
02MBNH,"1456 FIRST AVE, MANHATTAN, NY 10021",manhattan,10021,1456,FIRST AVE,40.770179,-73.954254,0996921,0219877,108
02MBVL,"12 EAST 13 STREET, MANHATTAN, NY 11222",manhattan,11222,12,EAST 13 STREET,40.735036,-73.993487,0986055,0207070,102
02MBZF,"72 READE STREET, MANHATTAN, NY 10007",manhattan,10007,72,READE STREET,40.715128,-74.006854,0982350,0199817,101
02MCAC,"507 WEST 28 STREET, MANHATTAN, NY 10001",manhattan,10001,507,WEST 28 STREET,40.751219,-74.002786,0983478,0212966,104
02MCBP,"129 HUDSON STREET, MANHATTAN, NY 10013",manhattan,10013,129,HUDSON STREET,40.72036,-74.008525,0981887,0201723,101
02MCDA,"258 WEST 26 STREET, MANHATTAN, NY 10001",manhattan,10001,258,WEST 26 STREET,40.746743,-73.996023,0985352,0211335,104
02MCDB,"529 WEST 29 STREET, MANHATTAN, NY 10001",manhattan,10001,529,WEST 29 STREET,40.751966,-74.002642,0983518,0213238,104
02MCDC,"411 WEST 35 STREET, MANHATTAN, NY 10001",manhattan,10001,411,WEST 35 STREET,40.754296,-73.996351,0985261,0214087,104
02MCDE,"151 CLINTON STREET, MANHATTAN, NY 10002",manhattan,10002,151,CLINTON STREET,40.716456,-73.986458,0988004,0200301,103
02MCDF,"704 BROADWAY, MANHATTAN, NY 10003",manhattan,10003,704,BROADWAY,40.728682,-73.994011,0985910,0204755,102
02MCDG,"20 PINE STREET, MANHATTAN, NY 10005",manhattan,10005,20,PINE STREET,40.707555,-74.009962,0981488,0197058,101
02MCDI,"236 WEST 23 STREET, MANHATTAN, NY 10011",manhattan,10011,236,WEST 23 STREET,40.744577,-73.996806,0985135,0210546,104
02MCDJ,"253 WEST 14 STREET, MANHATTAN, NY 10011",manhattan,10011,253,WEST 14 STREET,40.739184,-74.001158,0983929,0208581,104
02MCDL,"311 GREENWICH STREET, MANHATTAN, NY 10013",manhattan,10013,311,GREENWICH STREET,40.716745,-74.010862,0981239,0200406,101
02MCDM,"644 GREENWICH STREET, MANHATTAN, NY 10014",manhattan,10014,644,GREENWICH STREET,40.731399,-74.007927,0982053,0205745,102
02MCDN,"127 EAST 46 STREET, MANHATTAN, NY 10017",manhattan,10017,127,EAST 46 STREET,40.753901,-73.973944,0991469,0213944,106
02MCDO,"540 WEST 53 STREET, MANHATTAN, NY 10019",manhattan,10019,540,WEST 53 STREET,40.7673,-73.992195,0986412,0218825,104
02MCDP,"910 NINTH AVENUE, MANHATTAN, NY 10019",manhattan,10019,910,NINTH AVENUE,40.768733,-73.985108,0988375,0219347,104
02MCDQ,"341 WEST 50 STREET, MANHATTAN, NY 10019",manhattan,10019,341,WEST 50 STREET,40.763005,-73.987781,0987635,0217260,104
02MCDY,"1538 2 AVENUE, MANHATTAN, NY 10028",manhattan,10028,1538,2 AVENUE,40.774112,-73.954479,0996858,0221310,108
02MCDZ,"101 JOHN STREET, MANHATTAN, NY 10038",manhattan,10038,101,JOHN STREET,40.707959,-74.006092,0982561,0197205,101
02MCEA,"888 LEXINGTON AVENUE, MANHATTAN, NY 10065",manhattan,10065,888,LEXINGTON AVENUE,40.766519,-73.965069,0993926,0218542,108
02MCEE,"26 FEDERAL PLAZA, MANHATTAN, NY 10278",manhattan,10278,26,FEDERAL PLAZA,40.716015,-74.004744,0982935,0200140,101
02Z015,"2-26 WASHINGTON STREET, NEW YORK, NY 10004",manhattan,10004,2-26,WASHINGTON STREET,40.705126,-74.015592,0979927,0196173,101
02Z034,"1 PECK SLIP, NEW YORK, NY 10038",manhattan,10038,1,PECK SLIP,40.708766,-74.002406,0983583,0197499,101
02Z065,"52 CHAMBERS STREET, NEW YORK, NY 10007",manhattan,10007,52,CHAMBERS STREET,40.713814,-74.00557,0982706,0199338,101
02Z089,"10 READE STREET, NEW YORK, NY 10007",manhattan,10007,10,READE STREET,40.713899,-74.004163,0983096,0199369,101
02Z121,"252 EAST 57 STREET, NEW YORK, NY 10022",manhattan,10022,252,EAST 57 STREET,40.759731,-73.966318,0993581,0216069,106
02Z122,"1683 THIRD AVENUE, NEW YORK, NY 10128",manhattan,10128,1683,THIRD AVENUE,40.784104,-73.950114,0998065,0224951,108
02Z128,"355 EAST 76TH STREET, MANHATTAN, NY 10021",manhattan,10021,355,EAST 76TH STREET,40.770756,-73.954958,0996726,0220087,108
02Z129,"606 WEST 57TH STREET, MANHATTAN, NY 10019",manhattan,10019,606,WEST 57TH STREET,40.770531,-73.991945,0986481,0220002,104
03F004,"20 MORNINGSIDE AVE, MANHATTAN, NY 10026",manhattan,10026,20,MORNINGSIDE AVE,40.805708,-73.95811,0995847,0232821,110
03F061,"20-23 MORNINGSIDE AVE, MANHATTAN, NY 10026",manhattan,10026,20-23,MORNINGSIDE AVE,40.805708,-73.95811,0995847,0232821,110
03F064,"20 MORNINGSIDE AVE, MANHATTAN, NY 10026",manhattan,10026,20,MORNINGSIDE AVE,40.805708,-73.95811,0995847,0232821,110
03F358,"1990 ADAM CLAYTON POWELL JR BLVD, MANHATTAN, NY 10026",manhattan,10026,1990,ADAM CLAYTON POWELL JR BLVD,40.805491,-73.950882,0997848,0232743,110
03F393,"369 W 116TH ST, MANHATTAN, NY 10026",manhattan,10026,369,W 116TH ST,40.805277,-73.95738,0996049,0232664,110
03F486,"320 MANHATTAN AVE, MANHATTAN, NY 10026",manhattan,10026,320,MANHATTAN AVE,40.803414,-73.958006,0995876,0231985,110
03F600,"369 W 116TH ST, MANHATTAN, NY 10026",manhattan,10026,369,W 116TH ST,40.805277,-73.95738,0996049,0232664,110
03F852,"37 W 118TH ST, MANHATTAN, NY 10026",manhattan,10026,37,W 118TH ST,40.80263,-73.947041,0998912,0231701,110
03F934,"435 CENTRAL PARK W, MANHATTAN, NY 10025",manhattan,10025,435,CENTRAL PARK W,40.796474,-73.961189,0994996,0229456,107
03F990,"50 MORNINGSIDE AVE, MANHATTAN, NY 10026",manhattan,10026,50,MORNINGSIDE AVE,40.807445,-73.956866,0996191,0233454,110
03G263,"141 W 116TH ST, MANHATTAN, NY 10026",manhattan,10026,141,W 116TH ST,40.802549,-73.950909,0997841,0231671,110
03G296,"2217 8TH AVE, MANHATTAN, NY 10026",manhattan,10026,2217,8TH AVE,40.806698,-73.95372,0997062,0233182,110
03G318,"20 W 115TH ST, MANHATTAN, NY 10026",manhattan,10026,20,W 115TH ST,40.800402,-73.948025,0998640,0230889,110
03G402,"305 W 114TH ST, MANHATTAN, NY 10026",manhattan,10026,305,W 114TH ST,40.803251,-73.956619,0996260,0231926,110
03G466,"95 W 95TH ST, MANHATTAN, NY 10025",manhattan,10025,95,W 95TH ST,40.792106,-73.967804,0993165,0227864,107
03G531,"369 W 116TH ST, MANHATTAN, NY 10026",manhattan,10026,369,W 116TH ST,40.805277,-73.95738,0996049,0232664,110
03G590,"369 W 116TH ST, MANHATTAN, NY 10026",manhattan,10026,369,W 116TH ST,40.805277,-73.95738,0996049,0232664,110
03M009,"100 WEST 84 STREET, MANHATTAN, NY 10024",manhattan,10024,100,WEST 84 STREET,40.785287,-73.97343,0991608,0225379,107
03M075,"735 WEST END AVENUE, MANHATTAN, NY 10025",manhattan,10025,735,WEST END AVENUE,40.795157,-73.973292,0991645,0228975,107
03M076,"220 WEST 121 STREET, MANHATTAN, NY 10027",manhattan,10027,220,WEST 121 STREET,40.806768,-73.951061,0997798,0233208,110
03M084,"32 WEST 92 STREET, MANHATTAN, NY 10025",manhattan,10025,32,WEST 92 STREET,40.789526,-73.967574,0993229,0226924,107
03M087,"160 WEST 78 STREET, MANHATTAN, NY 10024",manhattan,10024,160,WEST 78 STREET,40.781958,-73.977638,0990443,0224166,107
03M145,"150 WEST 105 STREET, MANHATTAN, NY 10025",manhattan,10025,150,WEST 105 STREET,40.799376,-73.965308,0993855,0230513,107
03M149,"41 WEST 117 STREET, MANHATTAN, NY 10026",manhattan,10026,41,WEST 117 STREET,40.802136,-73.947828,0998694,0231521,110
03M163,"163 WEST 97 STREET, MANHATTAN, NY 10025",manhattan,10025,163,WEST 97 STREET,40.794442,-73.969139,0992795,0228715,107
03M165,"234 WEST 109 STREET, MANHATTAN, NY 10025",manhattan,10025,234,WEST 109 STREET,40.802917,-73.965613,0993770,0231803,107
03M166,"132 WEST 89 STREET, MANHATTAN, NY 10024",manhattan,10024,132,WEST 89 STREET,40.788865,-73.971847,0992046,0226683,107
03M180,"370 WEST 120TH STREET, MANHATTAN, NY 10027",manhattan,10027,370,WEST 120TH STREET,40.807843,-73.955569,0996550,0233599,110
03M185,"20 WEST 112 STREET, MANHATTAN, NY 10026",manhattan,10026,20,WEST 112 STREET,40.798511,-73.949251,0998301,0230200,110
03M191,"300 WEST 61ST STREET, NEW YORK, NY 10023",manhattan,10023,300,WEST 61ST STREET,40.773073,-73.990068,0987001,0220928,107
03M199,"270 WEST 70 STREET, MANHATTAN, NY 10023",manhattan,10023,270,WEST 70 STREET,40.778133,-73.984629,0988507,0222772,107
03M241,"240 WEST 113 STREET, MANHATTAN, NY 10026",manhattan,10026,240,WEST 113 STREET,40.801689,-73.954908,0996734,0231357,110
03M242,"134 WEST 122 STREET, MANHATTAN, NY 10027",manhattan,10027,134,WEST 122 STREET,40.8063,-73.948013,0998642,0233038,110
03M333,"154 WEST 93 STREET, MANHATTAN, NY 10025",manhattan,10025,154,WEST 93 STREET,40.791709,-73.970802,0992335,0227719,107
03M334,"100 WEST 77 STREET, MANHATTAN, NY 10024",manhattan,10024,100,WEST 77 STREET,40.780822,-73.976855,0990660,0223752,107
03M452,"210 WEST 61 STREET, MANHATTAN, NY 10023",manhattan,10023,210,WEST 61 STREET,40.771966,-73.987429,0987732,0220525,107
03MABO,"1047 AMSTERDAM AVENUE, MANHATTAN, NY 10025",manhattan,10025,1047,AMSTERDAM AVENUE,40.804033,-73.963074,0994473,0232210,109
03MAPR,"202 RIVERSIDE DRIVE, NY, NY 10025",manhattan,10025,202,RIVERSIDE DRIVE,40.793705,-73.976655,0990714,0228446,107
03MAQI,"169 WEST87 STREET, MANHATTAN, NY 10024",manhattan,10024,169,WEST87 STREET,40.78793,-73.973483,0991593,0226342,107
03MATG,"5 WEST 63 STREET, MANHATTAN, NY 10023",manhattan,10023,5,WEST 63 STREET,40.770689,-73.980465,0989661,0220060,107
03MAVB,"987 COLUMBUS AVENUE, MANHATTAN, NY 10025",manhattan,10025,987,COLUMBUS AVENUE,40.80083,-73.961696,0994855,0231043,107
03MAVM,"131 SAINT NICHOLAS AVENUE, NEW YORK, NY 10026",manhattan,10026,131,SAINT NICHOLAS AVENUE,40.803994,-73.952721,0997339,0232197,110
