schooldbn,address,borough,zip,house_number,street_name,latitude,longitude,xCoordinate,yCoordinate,communityDistrict
01M015,"333 East 4 Street, Manhattan, NY 10009",manhattan,10009,333,East 4 Street,40.721791,-73.978986,0990075,0202245,103
01M019,"185 1 Avenue, Manhattan, NY 10003",manhattan,10003,185,1 Avenue,40.729636,-73.983818,0988735,0205103,103
01M020,"166 Essex Street, Manhattan, NY 10002",manhattan,10002,166,Essex Street,40.72154,-73.986648,0987951,0202153,103
01M034,"730 East 12 Street, Manhattan, NY 10009",manhattan,10009,730,East 12 Street,40.726473,-73.975181,0991129,0203951,103
01M063,"121 East 3 Street, Manhattan, NY 10009",manhattan,10009,121,East 3 Street,40.724117,-73.986381,0988025,0203092,103
01M064,"600 East 6 Street, Manhattan, NY 10009",manhattan,10009,600,East 6 Street,40.724435,-73.981521,0989372,0203208,103
01M110,"285 Delancy Street, Manhattan, NY 10002",manhattan,10002,285,Delancy Street,40.715915,-73.979893,0989824,0200104,103
01M134,"293 East Broadway, Manhattan, NY 10002",manhattan,10002,293,East Broadway,40.71457,-73.983724,0988762,0199614,103
01M140,"123 Ridge Street, Manhattan, NY 10002",manhattan,10002,123,Ridge Street,40.71925,-73.983056,0988947,0201319,103
01M142,"100 Attorney Street, Manhattan, NY 10002",manhattan,10002,100,Attorney Street,40.718383,-73.984452,0988560,0201003,103
01M184,"327 Cherry Street, Manhattan, NY 10002",manhattan,10002,327,Cherry Street,40.711549,-73.986542,0987981,0198513,103
01M188,"442 East Houston Street, New York, NY 10002",manhattan,10002,442,East Houston Street,40.719598,-73.977904,0990375,0201446,103
01M315,"610 East 12 Street, Manhattan, NY 10009",manhattan,10009,610,East 12 Street,40.727892,-73.978525,0990202,0204468,103
01M361,"610 East 12 Street, Manhattan, NY 10009",manhattan,10009,610,East 12 Street,40.727892,-73.978525,0990202,0204468,103
01M363,"121 East 3 Street, Manhattan, NY 10009",manhattan,10009,121,East 3 Street,40.724117,-73.986381,0988025,0203092,103
01M364,"600 East 6 Street, Manhattan, NY 10009",manhattan,10009,600,East 6 Street,40.724435,-73.981521,0989372,0203208,103
01MAED,"419 East 13Th Street, New York, NY 10009",manhattan,10009,419,East 13Th Street,40.730402,-73.982447,0989115,0205382,103
01MAOZ,"34 Avenue D, New York, NY 10009",manhattan,10009,34,Avenue D,40.721351,-73.977723,0990425,0202085,103
01MAQA,"464 East 10Th Street, New York, NY 10009",manhattan,10009,464,East 10Th Street,40.724601,-73.97454,0991307,0203269,103
01MASU,"253 South Street, New York, NY 10002",manhattan,10002,253,South Street,40.710001,-73.990553,0986869,0197949,103
01MATK,"535 East 5Th Street, New York, NY 10009",manhattan,10009,535,East 5Th Street,40.724484,-73.983487,0988827,0203226,103
01MATO,"280 Rivington Street, New York, NY 10002",manhattan,10002,280,Rivington Street,40.717468,-73.979726,0989870,0200670,103
01MATQ,"180 Suffolk Street, New York, NY 10002",manhattan,10002,180,Suffolk Street,40.721067,-73.98501,0988405,0201981,103
01MATU,"294 Delancey Street, New York, NY 10002",manhattan,10002,294,Delancey Street,40.715758,-73.979334,0989979,0200047,103
01MAUB,"184 Eldridge Street, New York, NY 10002",manhattan,10002,184,Eldridge Street,40.720653,-73.990674,0986835,0201830,103
01MAUC,"300 Delancey Street, New York, NY 10002",manhattan,10002,300,Delancey Street,40.715709,-73.979168,0990025,0200029,103
01MAUE,"108 Avenue D, New York, NY 10009",manhattan,10009,108,Avenue D,40.723492,-73.976164,0990857,0202865,103
01MAXZ,"301 Henry Street, New York, NY 10002",manhattan,10002,301,Henry Street,40.714065,-73.9827,0989046,0199430,103
01MBKU,"131 Broome Street, New York, NY 10002",manhattan,10002,131,Broome Street,40.71622,-73.983991,0988688,0200215,103
02M001,"8 Henry Street, Manhattan, NY 10038",manhattan,10038,8,Henry Street,40.71276,-73.997489,0984946,0198954,103
02M002,"122 Henry Street, Manhattan, NY 10002",manhattan,10002,122,Henry Street,40.713273,-73.991339,0986651,0199141,103
02M003,"490 Hudson Street, Manhattan, NY 10014",manhattan,10014,490,Hudson Street,40.732593,-74.006466,0982458,0206180,102
02M006,"45 East 81 Street, Manhattan, NY 10028",manhattan,10028,45,East 81 Street,40.777455,-73.960713,0995131,0222527,108
02M011,"320 West 21 Street, Manhattan, NY 10011",manhattan,10011,320,West 21 Street,40.744349,-74.000253,0984180,0210463,104
02M033,"281 9 Avenue, Manhattan, NY 10001",manhattan,10001,281,9 Avenue,40.748977,-73.999531,0984380,0212149,104
02M040,"320 East 20Th Street, Manhattan, NY 10003",manhattan,10003,320,East 20Th Street,40.735751,-73.981655,0989334,0207331,106
02M041,"116 West 11 Street, Manhattan, NY 10011",manhattan,10011,116,West 11 Street,40.735687,-73.999,0984527,0207307,102
02M042,"71 Hester Street, Manhattan, NY 10002",manhattan,10002,71,Hester Street,40.715905,-73.990895,0986774,0200100,103
02M051,"525 West 44Th Street, Manhattan, NY 10036",manhattan,10036,525,West 44Th Street,40.761518,-73.99591,0985383,0216718,104
02M059,"231-249 East 56 Street, Manhattan, NY 10019",manhattan,10019,231-249,East 56 Street,40.759249,-73.967221,0993331,0215893,106
02M089,"201 Warren Street, Manhattan, NY 10282",manhattan,10282,201,Warren Street,40.716668,-74.013542,0980496,0200378,101
02M111,"440 West 53 Street, Manhattan, NY 10019",manhattan,10019,440,West 53 Street,40.765878,-73.988823,0987346,0218307,104
02M116,"210 East 33 Street, Manhattan, NY 10016",manhattan,10016,210,East 33 Street,40.744838,-73.978116,0990314,0210642,106
02M124,"40 Division Street, Manhattan, NY 10002",manhattan,10002,40,Division Street,40.714182,-73.995451,0985511,0199472,103
02M126,"80 Catherine Street, Manhattan, NY 10038",manhattan,10038,80,Catherine Street,40.710729,-73.996631,0985184,0198214,103
02M130,"143 Baxter Street, Manhattan, NY 10013",manhattan,10013,143,Baxter Street,40.718903,-73.998438,0984683,0201192,102
02M150,"334 Greenwich Street, Manhattan, NY 10013",manhattan,10013,334,Greenwich Street,40.718219,-74.010519,0981334,0200943,101
02M151,"421 East 88 Street, Manhattan, NY 10128",manhattan,10128,421,East 88 Street,40.777856,-73.947627,0998755,0222675,108
02M158,"1458 York Avenue, Manhattan, NY 10075",manhattan,10075,1458,York Avenue,40.770419,-73.951135,0997785,0219965,108
02M183,"419 East 66 Street, Manhattan, NY 10065",manhattan,10065,419,East 66 Street,40.763736,-73.95815,0995843,0217529,108
02M198,"1700 3 Avenue, Manhattan, NY 10128",manhattan,10128,1700,3 Avenue,40.784826,-73.949611,0998204,0225214,108
02M212,"328 West 48 Street, Manhattan, NY 10036",manhattan,10036,328,West 48 Street,40.761558,-73.988275,0987498,0216733,104
02M217,"645 Main Street, Manhattan, NY 10044",manhattan,10044,645,Main Street,40.763894,-73.947916,0998678,0217588,108
02M225,"317 East 67 Street, Manhattan, NY 10065",manhattan,10065,317,East 67 Street,40.765359,-73.960059,0995314,0218120,108
02M234,"292 Greenwich Street, Manhattan, NY 10007",manhattan,10007,292,Greenwich Street,40.716017,-74.011038,0981190,0200141,101
02M267,"213 East 63Rd Street, Manhattan, NY 10065",manhattan,10065,213,East 63Rd Street,40.763842,-73.964222,0994161,0217567,108
02M276,"55 Battery Place, Manhattan, NY 10280",manhattan,10280,55,Battery Place,40.70644,-74.017818,0979310,0196652,101
02M281,"425 East 35Th Street, Manhattan, NY 10016",manhattan,10016,425,East 35Th Street,40.74428,-73.972591,0991845,0210439,106
02M290,"311 East 82 Street, Manhattan, NY 10028",manhattan,10028,311,East 82 Street,40.775078,-73.953096,0997241,0221662,108
02M340,"590 Sixth Avenue, New York, NY 10011",manhattan,10011,590,Sixth Avenue,40.739178,-73.9955,0985497,0208579,105
02M343,"1 Peck Slip, Manhattan, NY 10038",manhattan,10038,1,Peck Slip,40.708766,-74.002406,0983583,0197499,101
02M347,"223 East 23 Street, Manhattan, NY 10010",manhattan,10010,223,East 23 Street,40.738548,-73.982455,0989112,0208350,106
02M397,"12 Spruce Street, Manhattan, NY 10038",manhattan,10038,12,Spruce Street,40.711132,-74.005277,0982787,0198361,101
02M527,"323 East 91 Street, Manhattan, NY 10128",manhattan,10128,323,East 91 Street,40.780763,-73.94869,0998460,0223734,108
02MADO,"193 10Th Avenue, New York, NY 10011",manhattan,10011,193,10Th Avenue,40.746718,-74.00489,0982895,0211326,104
02MAMQ,"331 East 70Th Street, New York, NY 10021",manhattan,10021,331,East 70Th Street,40.766925,-73.95795,0995898,0218691,108
02MAMZ,"38 West 32Nd Street, New York, NY 10001",manhattan,10001,38,West 32Nd Street,40.747889,-73.987253,0987782,0211753,105
02MANG,"423 East 23Rd Street, New York, NY 10010",manhattan,10010,423,East 23Rd Street,40.736492,-73.977787,0990406,0207601,106
02MANH,"60-62 East 97Th Street, New York, NY 10029",manhattan,10029,60-62,East 97Th Street,40.787567,-73.952888,0997296,0226212,111
02MAPL,"215 South End Avenue, New York, NY 10280",manhattan,10280,215,South End Avenue,40.709523,-74.016679,0979626,0197775,101
02MAPM,"60 Catherine Street, New York, NY 10038",manhattan,10038,60,Catherine Street,40.711566,-73.99684,0985126,0198519,103
02MAPY,"60 Essex Street, New York, NY 10002",manhattan,10002,60,Essex Street,40.717011,-73.988987,0987303,0200503,103
02MAQG,"460 West 34Th Street, New York, NY 10001",manhattan,10001,460,West 34Th Street,40.754329,-73.998578,0984644,0214099,104
02MATL,"35 Division Street, New York, NY 10002",manhattan,10002,35,Division Street,40.714143,-73.995787,0985418,0199458,103
02MAUA,"197 East Broadway, New York, NY 10002",manhattan,10002,197,East Broadway,40.714211,-73.988302,0987493,0199483,103
02MAUH,"462 First Avenue, New York, NY 10016",manhattan,10016,462,First Avenue,40.739497,-73.976624,0990728,0208696,106
02MAUM,"125 Walker Street, New York, NY 10013",manhattan,10013,125,Walker Street,40.717451,-73.99982,0984300,0200663,101
02MAUN,"1794 First Avenue, New York, NY 10128",manhattan,10128,1794,First Avenue,40.781201,-73.946206,0999148,0223894,108
02MAUP,"459 West 26Th Street, New York, NY 10001",manhattan,10001,459,West 26Th Street,40.74938,-74.002252,0983626,0212296,104
02MAUT,"538 West 55Th Street, New York, NY 10019",manhattan,10019,538,West 55Th Street,40.768604,-73.991415,0986628,0219300,104
02MAUU,"115 Chrystie Street, New York, NY 10002",manhattan,10002,115,Chrystie Street,40.718647,-73.993586,0986028,0201099,103
02MAUW,"77 Market Street, New York, NY 10002",manhattan,10002,77,Market Street,40.710781,-73.994178,0985864,0198233,103
02MAUY,"129 Fulton Street, New York, NY 10038",manhattan,10038,129,Fulton Street,40.710105,-74.007495,0982172,0197987,101
02MAXX,"230 Grand Street, New York, NY 10013",manhattan,10013,230,Grand Street,40.718625,-73.995249,0985567,0201091,102
02MAXY,"4 River Road, New York, NY 10044",manhattan,10044,4,River Road,40.764481,-73.9474,0998821,0217802,108
02MAYH,"410 West 40Th Street, New York, NY 10018",manhattan,10018,410,West 40Th Street,40.7574,-73.994192,0985859,0215218,104
02MBBE,"115 East 98Th Street, New York, NY 10029",manhattan,10029,115,East 98Th Street,40.787637,-73.951057,0997803,0226238,111
02MBGQ,"4 Ny Plaza, New York, NY 10004",manhattan,10004,4,Ny Plaza,40.702373,-74.011325,0981110,0195170,101
02MBHH,"21 St. John'S Lane, New York, NY 10013",manhattan,10013,21,St. John'S Lane,40.721493,-74.005758,0982654,0202136,101
02MBHM,"20 West Street, New York, NY 10004",manhattan,10004,20,West Street,40.706358,-74.016151,0979772,0196622,101
02MBIW,"4 Washington Square Village, New York, NY 10012",manhattan,10012,4,Washington Square Village,40.727126,-73.997023,0985075,0204188,102
02MBJS,"88 Leonard Street, New York, NY 10013",manhattan,10013,88,Leonard Street,40.717162,-74.004679,0982953,0200558,101
02MBJV,"323 Grand Street, New York, NY 10002",manhattan,10002,323,Grand Street,40.717159,-73.990596,0986857,0200557,103
02MBLL,"1608 First Avenue, New York, NY 10028",manhattan,10028,1608,First Avenue,40.775266,-73.950539,0997949,0221731,108
02MBMK,"224 East 47 Street, Manhattan, NY 10017",manhattan,10017,224,East 47 Street,40.753634,-73.971418,0992169,0213847,106
02MBMN,"345 East 94 Street, New York, NY 10128",manhattan,10128,345,East 94 Street,40.782486,-73.946934,0998946,0224362,108
02Z015,"2-26 Washington Street, New York, NY 10004",manhattan,10004,2-26,Washington Street,40.705126,-74.015592,0979927,0196173,101
02Z034,"1 Peck Slip, New York, NY 10038",manhattan,10038,1,Peck Slip,40.708766,-74.002406,0983583,0197499,101
02Z065,"52 Chambers Street, New York, NY 10007",manhattan,10007,52,Chambers Street,40.713814,-74.00557,0982706,0199338,101
02Z089,"10 Reade Street, New York, NY 10007",manhattan,10007,10,Reade Street,40.713899,-74.004163,0983096,0199369,101
02Z121,"252 East 57 Street, New York, NY 10022",manhattan,10022,252,East 57 Street,40.759731,-73.966318,0993581,0216069,106
02Z122,"1683 Third Avenue, New York, NY 10128",manhattan,10128,1683,Third Avenue,40.784104,-73.950114,0998065,0224951,108
03M009,"100 West 84 Street, Manhattan, NY 10024",manhattan,10024,100,West 84 Street,40.785287,-73.97343,0991608,0225379,107
03M075,"735 West End Avenue, Manhattan, NY 10025",manhattan,10025,735,West End Avenue,40.795157,-73.973292,0991645,0228975,107
03M076,"220 West 121 Street, Manhattan, NY 10027",manhattan,10027,220,West 121 Street,40.806768,-73.951061,0997798,0233208,110
03M084,"32 West 92 Street, Manhattan, NY 10025",manhattan,10025,32,West 92 Street,40.789526,-73.967574,0993229,0226924,107
03M087,"160 West 78 Street, Manhattan, NY 10024",manhattan,10024,160,West 78 Street,40.781958,-73.977638,0990443,0224166,107
03M145,"150 West 105 Street, Manhattan, NY 10025",manhattan,10025,150,West 105 Street,40.799376,-73.965308,0993855,0230513,107
03M149,"41 West 117 Street, Manhattan, NY 10026",manhattan,10026,41,West 117 Street,40.802136,-73.947828,0998694,0231521,110
03M163,"163 West 97 Street, Manhattan, NY 10025",manhattan,10025,163,West 97 Street,40.794442,-73.969139,0992795,0228715,107
03M165,"234 West 109 Street, Manhattan, NY 10025",manhattan,10025,234,West 109 Street,40.802917,-73.965613,0993770,0231803,107
03M166,"132 West 89 Street, Manhattan, NY 10024",manhattan,10024,132,West 89 Street,40.788865,-73.971847,0992046,0226683,107
03M180,"370 West 120Th Street, Manhattan, NY 10027",manhattan,10027,370,West 120Th Street,40.807843,-73.955569,0996550,0233599,110
03M185,"20 West 112 Street, Manhattan, NY 10026",manhattan,10026,20,West 112 Street,40.798511,-73.949251,0998301,0230200,110
03M191,"300 West 61St Street, New York, NY 10023",manhattan,10023,300,West 61St Street,40.773073,-73.990068,0987001,0220928,107
03M199,"270 West 70 Street, Manhattan, NY 10023",manhattan,10023,270,West 70 Street,40.778133,-73.984629,0988507,0222772,107
03M241,"240 West 113 Street, Manhattan, NY 10026",manhattan,10026,240,West 113 Street,40.801689,-73.954908,0996734,0231357,110
03M242,"134 West 122 Street, Manhattan, NY 10027",manhattan,10027,134,West 122 Street,40.8063,-73.948013,0998642,0233038,110
03M333,"154 West 93 Street, Manhattan, NY 10025",manhattan,10025,154,West 93 Street,40.791709,-73.970802,0992335,0227719,107
03M452,"210 West 61 Street, Manhattan, NY 10023",manhattan,10023,210,West 61 Street,40.771966,-73.987429,0987732,0220525,107
03M859,"129 West 67 Street, Manhattan, NY 10023",manhattan,10023,129,West 67 Street,40.774919,-73.982745,0989029,0221601,107
03MAAY,"220 West 108Th Street, New York, NY 10025",manhattan,10025,220,West 108Th Street,40.802091,-73.96561,0993771,0231502,107
03MACU,"535 West 121St Street, New York, NY 10027",manhattan,10027,535,West 121St Street,40.81096,-73.960964,0995056,0234734,109
03MAPR,"202 Riverside Drive, Ny, NY 10025",manhattan,10025,202,Riverside Drive,40.793705,-73.976655,0990714,0228446,107
03MAQH,"128 West 83Rd Street, New York, NY 10024",manhattan,10024,128,West 83Rd Street,40.784949,-73.974596,0991285,0225256,107
03MAQI,"169 West 87Th Street, New York, NY 10024",manhattan,10024,169,West 87Th Street,40.78793,-73.973483,0991593,0226342,107
03MASP,"70 West 95Th Street, New York, NY 10025",manhattan,10025,70,West 95Th Street,40.791952,-73.967483,0993254,0227808,107
03MAUZ,"125 West 109Th Street, New York, NY 10025",manhattan,10025,125,West 109Th Street,40.801565,-73.962367,0994669,0231311,107
03MAVA,"171 West 107Th Street, New York, NY 10025",manhattan,10025,171,West 107Th Street,40.800701,-73.964217,0994157,0230996,107
03MAVB,"987 Columbus Avenue, New York, NY 10025",manhattan,10025,987,Columbus Avenue,40.80083,-73.961696,0994855,0231043,107
03MAVG,"41 West 117Th Street, New York, NY 10026",manhattan,10026,41,West 117Th Street,40.802136,-73.947828,0998694,0231521,110
03MAVK,"885 Columbus Avenue, New York, NY 10025",manhattan,10025,885,Columbus Avenue,40.797762,-73.963944,0994233,0229925,107
03MAVM,"131 Saint Nicholas Avenue, New York, NY 10026",manhattan,10026,131,Saint Nicholas Avenue,40.803994,-73.952721,0997339,0232197,110
03MAVN,"820 Columbus Avenue, New York, NY 10025",manhattan,10025,820,Columbus Avenue,40.795506,-73.965603,0993774,0229103,107
03MAVO,"60 West 117Th Street, New York, NY 10026",manhattan,10026,60,West 117Th Street,40.802263,-73.948172,0998599,0231567,110
03MAVQ,"243 West 64Th Street, New York, NY 10023",manhattan,10023,243,West 64Th Street,40.774214,-73.986937,0987868,0221344,107
03MAVR,"1 West 112Th Street, New York, NY 10026",manhattan,10026,1,West 112Th Street,40.798159,-73.948363,0998547,0230072,110
03MAZI,"125 West 109Th Street, New York, NY 10025",manhattan,10025,125,West 109Th Street,40.801565,-73.962367,0994669,0231311,107
03MAZN,"114 West 91St Street, New York, NY 10025",manhattan,10025,114,West 91St Street,40.789999,-73.970644,0992379,0227096,107
03MBAG,"319 West 74Th Street, New York, NY 10023",manhattan,10023,319,West 74Th Street,40.78132,-73.983953,0988694,0223933,107
03MBBG,"15 Mt Morris Park West, New York, NY 10027",manhattan,10027,15,Mt Morris Park West,40.804852,-73.945511,0999335,0232511,110
03MBJU,"80 West End Avenue, New York, NY 10023",manhattan,10023,80,West End Avenue,40.774239,-73.988522,0987429,0221353,107
03MBKK,"711 Amsterdam Avenue, New York, NY 10025",manhattan,10025,711,Amsterdam Avenue,40.793032,-73.971097,0992253,0228201,107
03MBKR,"270 West 84Th Street, New York, NY 10024",manhattan,10024,270,West 84Th Street,40.787335,-73.978286,0990263,0226125,107
03MBNG,"435 Central Park West, New York, NY 10025",manhattan,10025,435,Central Park West,40.796474,-73.961189,0994996,0229456,107
04M007,"160 East 120 Street, Manhattan, NY 10035",manhattan,10035,160,East 120 Street,40.801007,-73.939349,1001042,0231111,111
04M037,"2351 First Avenue, Manhattan, NY 10035",manhattan,10035,2351,First Avenue,40.798884,-73.933319,1002712,0230339,111
04M038,"232 East 103 Street, Manhattan, NY 10029",manhattan,10029,232,East 103 Street,40.788952,-73.944538,0999608,0226718,111
04M057,"176 East 115 Street, Manhattan, NY 10029",manhattan,10029,176,East 115 Street,40.797577,-73.94128,1000508,0229861,111
04M072,"131 East 104 Street, Manhattan, NY 10029",manhattan,10029,131,East 104 Street,40.791179,-73.947776,0998711,0227529,111
04M083,"219 East 109 Street, Manhattan, NY 10029",manhattan,10029,219,East 109 Street,40.793194,-73.942548,1000158,0228264,111
04M096,"216 East 120 Street, Manhattan, NY 10035",manhattan,10035,216,East 120 Street,40.800256,-73.937558,1001538,0230838,111
04M102,"315 East 113 Street, Manhattan, NY 10029",manhattan,10029,315,East 113 Street,40.794869,-73.938711,1001220,0228875,111
04M108,"1615 Madison Avenue, Manhattan, NY 10029",manhattan,10029,1615,Madison Avenue,40.795146,-73.948368,0998546,0228974,111
04M112,"535 East 119 Street, Manhattan, NY 10035",manhattan,10035,535,East 119 Street,40.796668,-73.930966,1003364,0229532,111
04M146,"421 East 106 Street, Manhattan, NY 10029",manhattan,10029,421,East 106 Street,40.789295,-73.939262,1001069,0226844,111
04M155,"319 East 117 Street, Manhattan, NY 10035",manhattan,10035,319,East 117 Street,40.797302,-73.936365,1001869,0229762,111
04M171,"19 East 103 Street, Manhattan, NY 10029",manhattan,10029,19,East 103 Street,40.792122,-73.951961,0997552,0227872,111
04M182,"219 East 109 Street, Manhattan, NY 10029",manhattan,10029,219,East 109 Street,40.793194,-73.942548,1000158,0228264,111
04M375,"141 East 111 Street, Manhattan, NY 10029",manhattan,10029,141,East 111 Street,40.79564,-73.94441,0999642,0229155,111
04M497,"1573 Madison Avenue, Manhattan, NY 10029",manhattan,10029,1573,Madison Avenue,40.793763,-73.949381,0998266,0228470,111
04M964,"433 East 100 Street, Manhattan, NY 10029",manhattan,10029,433,East 100 Street,40.785258,-73.941526,1000443,0225373,111
04MAGN,"314 East 110Th Street, New York, NY 10029",manhattan,10029,314,East 110Th Street,40.792929,-73.939977,1000870,0228168,111
04MAHP,"114 East 118Th Street, New York, NY 10035",manhattan,10035,114,East 118Th Street,40.800225,-73.941386,1000478,0230826,111
04MAON,"1829 Lexington Avenue, New York, NY 10029",manhattan,10029,1829,Lexington Avenue,40.796762,-73.942968,1000041,0229564,111
04MAPH,"215 East 106Th Street, New York, NY 10029",manhattan,10029,215,East 106Th Street,40.791312,-73.944041,0999745,0227578,111
04MAPW,"237 East 104Th Street, New York, NY 10029",manhattan,10029,237,East 104Th Street,40.789687,-73.944267,0999683,0226986,111
04MAQT,"1565 Madison Avenue, New York, NY 10029",manhattan,10029,1565,Madison Avenue,40.793315,-73.94971,0998175,0228307,111
04MASX,"114 East 122Nd Street, New York, NY 10035",manhattan,10035,114,East 122Nd Street,40.802802,-73.939701,1000944,0231765,111
04MATB,"1724-26 Madison Avenue, New York, NY 10029",manhattan,10029,1724-26,Madison Avenue,40.798496,-73.94595,0999215,0230195,111
04MAUJ,"433 East 100Th Street, New York, NY 10029",manhattan,10029,433,East 100Th Street,40.785258,-73.941526,1000443,0225373,111
04MAVX,"2081 Second Avenue, New York, NY 10029",manhattan,10029,2081,Second Avenue,40.791371,-73.941907,1000336,0227600,111
04MAWA,"1893 2Nd Avenue, New York, NY 10029",manhattan,10029,1893,2Nd Avenue,40.785154,-73.946448,0999080,0225334,111
04MAWD,"345 East 101St Street, New York, NY 10029",manhattan,10029,345,East 101St Street,40.787019,-73.943742,0999829,0226014,111
04MAWG,"440 East 116Th Street, New York, NY 10029",manhattan,10029,440,East 116Th Street,40.795402,-73.934005,1002523,0229070,111
04MAWH,"30 East 111Th Street, New York, NY 10029",manhattan,10029,30,East 111Th Street,40.797069,-73.947832,0998694,0229675,111
04MAWI,"302-306 East 111Th Street, New York, NY 10029",manhattan,10029,302-306,East 111Th Street,40.793689,-73.939825,1000912,0228445,111
04MAZT,"2090 First Avenue, New York, NY 10029",manhattan,10029,2090,First Avenue,40.790999,-73.939047,1001128,0227465,111
05M030,"144-176 East 128 Street, Manhattan, NY 10035",manhattan,10035,144-176,East 128 Street,40.805964,-73.935201,1002189,0232918,111
05M036,"123 Morningside Drive, Manhattan, NY 10027",manhattan,10027,123,Morningside Drive,40.81027,-73.957482,0996020,0234483,109
05M046,"2987 Frederick Douglass Boulevard, Manhattan, NY 10039",manhattan,10039,2987,Frederick Douglass Boulevard,40.831317,-73.9357,1002044,0242155,110
05M092,"222 West 134 Street, Manhattan, NY 10030",manhattan,10030,222,West 134 Street,40.815016,-73.945123,0999440,0236214,110
05M123,"301 West 140 Street, Manhattan, NY 10030",manhattan,10030,301,West 140 Street,40.819767,-73.944433,0999630,0237945,110
05M125,"425 West 123 Street, Manhattan, NY 10027",manhattan,10027,425,West 123 Street,40.810431,-73.955809,0996483,0234542,109
05M129,"425 West 130 Street, Manhattan, NY 10027",manhattan,10027,425,West 130 Street,40.814637,-73.951912,0997561,0236075,109
05M133,"2121 5 Avenue, Manhattan, NY 10037",manhattan,10037,2121,5 Avenue,40.809672,-73.939872,1000895,0234268,111
05M154,"250 West 127 Street, Manhattan, NY 10027",manhattan,10027,250,West 127 Street,40.810928,-73.948938,0998385,0234724,110
05M161,"499 West 133 Street, Manhattan, NY 10027",manhattan,10027,499,West 133 Street,40.81755,-73.953041,0997248,0237136,109
05M175,"175 West 134 Street, Manhattan, NY 10030",manhattan,10030,175,West 134 Street,40.814422,-73.943664,0999844,0235998,110
05M194,"244 West 144 Street, Manhattan, NY 10030",manhattan,10030,244,West 144 Street,40.821425,-73.940674,1000670,0238550,110
05M197,"2230 5 Avenue, Manhattan, NY 10037",manhattan,10037,2230,5 Avenue,40.813184,-73.937322,1001600,0235548,110
05M200,"2589 7 Avenue, Manhattan, NY 10039",manhattan,10039,2589,7 Avenue,40.824495,-73.936997,1001687,0239669,110
05M318,"276 West 151St Street, Manhattan, NY 10039",manhattan,10039,276,West 151St Street,40.826126,-73.937982,1001414,0240263,110
05M517,"168 Morningside Avenue, Manhattan, NY 10027",manhattan,10027,168,Morningside Avenue,40.81242,-73.953315,0997173,0235267,109
05MAGT,"214 West 142Nd Street, New York, NY 10030",manhattan,10030,214,West 142Nd Street,40.82004,-73.941253,1000510,0238045,110
05MALF,"159-30 Harlem River Drive, New York, NY 10039",manhattan,10039,159-30,Harlem River Drive,40.833115,-73.935445,1002114,0242810,110
05MANK,"301 West 130Th Street, New York, NY 10027",manhattan,10027,301,West 130Th Street,40.813442,-73.948979,0998373,0235640,110
05MANM,"121 West 128Th Street, New York, NY 10027",manhattan,10027,121,West 128Th Street,40.810056,-73.944921,0999497,0234407,110
05MAOM,"2672 Frederick Douglass Boulevard, New York, NY 10030",manhattan,10030,2672,Frederick Douglass Boulevard,40.820987,-73.943261,0999954,0238390,110
05MAPD,"2967 Frederick Douglas Boulevard, New York, NY 10039",manhattan,10039,2967,Frederick Douglas Boulevard,40.830283,-73.936467,1001832,0241778,110
05MARD,"1299 Amsterdam Avenue, New York, NY 10027",manhattan,10027,1299,Amsterdam Avenue,40.811919,-73.957318,0996065,0235084,109
05MARH,"218 West 147Th Street, New York, NY 10039",manhattan,10039,218,West 147Th Street,40.823571,-73.93966,1000950,0239332,110
05MARJ,"669 Lenox Avenue, New York, NY 10037",manhattan,10037,669,Lenox Avenue,40.81939,-73.937012,1001684,0237809,110
05MASA,"2322 Third Avenue, New York, NY 10035",manhattan,10035,2322,Third Avenue,40.804465,-73.93526,1002173,0232372,111
05MAWJ,"381 Lenox Avenue, New York, NY 10027",manhattan,10027,381,Lenox Avenue,40.810572,-73.943964,0999762,0234595,110
05MAWM,"1841 Park Avenue, New York, NY 10035",manhattan,10035,1841,Park Avenue,40.80582,-73.938463,1001286,0232865,111
05MAWW,"3301 BROADWAY, MANHATTAN, NY 10031",manhattan,10031,3301,BROADWAY,40.818822,-73.95602,0996423,0237599,109
05MAWX,"236 West 129Th Street, New York, NY 10027",manhattan,10027,236,West 129Th Street,40.811811,-73.947207,0998864,0235046,110
05MAWZ,"3240 Broadway, New York, NY 10027",manhattan,10027,3240,Broadway,40.816951,-73.957365,0996051,0236917,109
05MAXC,"249 West 144Th Street, New York, NY 10030",manhattan,10030,249,West 144Th Street,40.821596,-73.941035,1000570,0238612,110
05MAXF,"110 East 129Th Street, New York, NY 10035",manhattan,10035,110,East 129Th Street,40.807387,-73.936695,1001775,0233436,111
05MAZL,"2112 Madison Avenue, New York, NY 10037",manhattan,10037,2112,Madison Avenue,40.810664,-73.937064,1001672,0234630,111
05MBAJ,"25 West 132Nd Street, New York, NY 10037",manhattan,10037,25,West 132Nd Street,40.811289,-73.940029,1000851,0234857,110
05MBFX,"300 W 145Th Street, New York, NY 10039",manhattan,10039,300,W 145Th Street,40.822892,-73.942071,1000283,0239084,110
06M004,"500 West 160 Street, Manhattan, NY 10032",manhattan,10032,500,West 160 Street,40.834899,-73.941085,1000553,0243459,112
